141.616,141.664,141.430,141.840,1.000,1.000,1.000,1.000,69.190,0.004,-0.801,0.634
-76.839,-76.581,-76.500,-76.910,1.000,1.000,1.000,1.000,59.090,0.004,0.302,-0.689
-98.305,-98.145,-98.160,-98.280,1.000,1.000,1.000,1.000,48.330,0.001,-0.100,-0.691
97.096,89.763,89.790,98.120,1.000,1.000,1.000,1.000,2.630,0.004,0.002,-0.001
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.004,0.002,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.004,0.002,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.004,0.002,-0.006
90.034,89.443,89.440,90.030,0.700,0.700,0.700,0.700,34.810,0.004,0.002,0.503
96.931,96.437,96.370,96.990,1.000,1.000,1.000,1.000,36.370,0.004,-0.061,0.522
-179.475,-178.636,-179.460,-178.650,0.800,0.700,0.700,0.800,24.810,0.004,-0.359,-0.006
-179.501,-179.107,-179.490,-179.110,1.000,1.000,1.000,1.000,52.660,0.004,-0.761,-0.009
-90.148,-89.852,-89.850,-90.140,1.000,1.000,1.000,1.000,69.190,0.004,0.000,-1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.130,0.004,0.002,-0.016
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.130,0.004,0.002,-0.016
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.130,0.004,0.002,-0.016
90.036,89.195,89.200,90.030,0.800,0.800,0.800,0.800,24.520,0.004,0.002,0.354
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.660,0.004,0.002,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.660,0.004,0.002,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.660,0.004,0.002,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.660,0.004,0.002,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.660,0.004,0.002,-0.009
-90.035,-89.361,-89.350,-90.030,0.900,0.900,0.900,0.900,30.260,0.004,0.002,-0.540
-90.071,-87.800,-87.700,-90.060,0.400,0.400,0.400,0.400,8.850,0.004,0.002,-0.128
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.970,0.004,0.002,-0.013
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.970,0.004,0.002,-0.013
90.035,89.503,89.500,90.030,0.800,0.800,0.800,0.800,38.680,0.004,0.002,0.559
108.676,108.431,108.300,108.800,1.000,1.000,1.000,1.000,52.640,0.004,-0.242,0.721
130.527,130.470,130.130,130.860,1.000,1.000,1.000,1.000,39.870,0.004,-0.375,0.431
-170.058,-169.306,-169.940,-169.420,0.900,0.900,0.900,0.900,31.670,0.004,-0.450,-0.103
-67.990,-67.787,-67.640,-68.120,1.000,1.000,1.000,1.000,55.540,0.004,0.302,-0.744
-44.301,-44.306,-44.090,-44.510,1.000,1.000,1.000,1.000,69.190,0.004,0.716,-0.699
50.636,50.263,50.430,50.460,1.000,1.000,1.000,1.000,69.190,0.004,0.711,0.860
143.560,143.628,143.360,143.820,1.000,1.000,1.000,1.000,63.030,0.004,-0.733,0.541
126.514,126.457,126.290,126.670,1.000,1.000,1.000,1.000,69.190,0.004,-0.655,0.886
-146.168,-145.747,-145.990,-145.910,1.000,1.000,1.000,1.000,67.550,0.004,-0.809,-0.547
8.316,7.981,8.270,8.020,1.000,1.000,1.000,1.000,69.190,0.004,0.990,0.142
114.917,114.779,114.660,115.030,1.000,1.000,1.000,1.000,69.190,0.004,-0.475,0.940
-161.160,-160.785,-161.060,-160.880,1.000,1.000,1.000,1.000,69.190,0.004,-0.950,-0.328
-70.509,-70.334,-70.230,-70.600,1.000,1.000,1.000,1.000,69.190,0.004,0.345,-0.970
21.510,21.120,21.400,21.220,1.000,1.000,1.000,1.000,68.020,0.004,0.916,0.357
114.944,114.760,114.600,115.100,1.000,1.000,1.000,1.000,54.280,0.004,-0.330,0.712
64.579,64.202,64.320,64.450,1.000,1.000,1.000,1.000,69.190,0.004,0.453,0.945
-31.571,-31.678,-31.390,-31.840,1.000,1.000,1.000,1.000,62.660,0.004,0.771,-0.475
-109.317,-108.884,-108.990,-109.200,1.000,1.000,1.000,1.000,60.200,0.004,-0.364,-0.773
147.422,147.516,147.250,147.680,1.000,1.000,1.000,1.000,66.610,0.004,-0.812,0.518
23.287,22.903,23.170,23.010,1.000,1.000,1.000,1.000,69.190,0.004,0.929,0.396
-150.310,-149.914,-150.160,-150.050,1.000,1.000,1.000,1.000,69.190,0.004,-0.887,-0.510
68.198,67.824,67.930,68.090,1.000,1.000,1.000,1.000,69.190,0.004,0.386,0.955
-77.896,-77.811,-77.780,-77.910,1.000,1.000,1.000,1.000,61.610,0.001,0.187,-0.870
-145.945,-145.224,-145.650,-145.510,1.000,1.000,1.000,1.000,65.860,0.006,-0.785,-0.538
153.832,153.966,153.700,154.090,1.000,1.000,1.000,1.000,69.190,0.004,-0.943,0.351
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.940,0.004,0.007,-0.011
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.810,0.004,0.002,-0.011
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.810,0.004,0.002,-0.011
90.382,89.962,89.960,90.380,1.000,1.000,1.000,1.000,48.630,0.004,-0.002,0.703
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.120,0.004,0.000,-0.016
-97.369,-97.040,-97.070,-97.330,0.000,0.000,0.000,0.000,69.190,0.004,-0.126,-0.996
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.004,0.000,-0.011
0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.330,0.004,0.005,-0.018
-178.994,-178.623,-178.980,-178.630,1.000,1.000,1.000,1.000,56.370,0.004,-0.815,-0.017
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.970,0.004,-0.002,-0.013
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
-179.724,-179.379,-179.720,-179.380,1.000,1.000,1.000,1.000,59.740,0.004,-0.863,-0.007
-179.748,-179.417,-179.740,-179.420,0.000,0.000,0.000,0.000,62.440,0.004,-0.902,-0.007
-179.667,-179.283,-179.660,-179.280,0.000,0.000,0.000,0.000,53.840,0.004,-0.778,-0.007
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.310,0.004,-0.002,0.001
179.856,-179.635,179.850,-179.630,1.000,1.000,1.000,1.000,40.330,0.004,-0.583,-0.001
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.490,0.004,0.005,-0.004
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.390,0.004,0.002,-0.004
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.350,0.004,0.000,-0.004
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.004,-0.002,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.590,0.004,0.005,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.860,0.004,0.005,-0.011
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.860,0.004,0.005,-0.011
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.860,0.004,0.005,-0.011
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.860,0.004,0.005,-0.011
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.860,0.004,0.005,-0.011
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.860,0.004,0.005,-0.011
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
-179.798,-179.497,-179.790,-179.490,1.000,1.000,1.000,1.000,68.520,0.004,-0.990,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.490,0.004,0.000,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.004,0.002,-0.006
-179.738,-179.262,-179.730,-179.260,1.000,1.000,1.000,1.000,43.370,0.004,-0.627,-0.005
179.895,-179.772,179.890,-179.770,1.000,1.000,1.000,1.000,61.600,0.004,-0.890,-0.001
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.310,0.004,0.002,-0.006
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.510,0.004,0.002,-0.006
-89.851,-89.557,-89.550,-89.850,1.000,1.000,1.000,1.000,69.190,0.004,0.005,-1.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009
0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.720,0.004,0.005,-0.009

